Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-05 05:39:13 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-05 05:39:13 | WARD_A_HR_04 | 68 | NORMAL
2026-06-05 05:39:13 | WARD_A_HR_05 | 87 | NORMAL
2026-06-05 05:39:14 | WARD_A_HR_01 | 86 | NORMAL
2026-06-05 05:39:14 | WARD_A_HR_02 | 117 | CRITICAL
2026-06-05 05:39:14 | WARD_A_HR_03 | 53 | CRITICAL
2026-06-05 05:39:14 | WARD_A_HR_04 | 120 | CRITICAL
2026-06-05 05:39:14 | WARD_A_HR_05 | 58 | CRITICAL
2026-06-05 05:39:15 | WARD_A_HR_01 | 96 | WARNING
2026-06-05 05:39:15 | WARD_A_HR_02 | 142 | CRITICAL
2026-06-05 05:39:15 | WARD_A_HR_03 | 81 | NORMAL
2026-06-05 05:39:15 | WARD_A_HR_04 | 73 | NORMAL
2026-06-05 05:39:15 | WARD_A_HR_05 | 69 | NORMAL
2026-06-05 05:39:16 | WARD_A_HR_01 | 67 | NORMAL
2026-06-05 05:39:16 | WARD_A_HR_02 | 70 | NORMAL
2026-06-05 05:39:16 | WARD_A_HR_03 | 93 | WARNING
2026-06-05 05:39:16 | WARD_A_HR_04 | 111 | CRITICAL
2026-06-05 05:39:16 | WARD_A_HR_05 | 51 | CRITICAL
2026-06-05 05:39:17 | WARD_A_HR_01 | 65 | NORMAL
2026-06-05 05:39:17 | WARD_A_HR_02 | 109 | CRITICAL
2026-06-05 05:39:17 | WARD_A_HR_03 | 71 | NORMAL
2026-06-05 05:39:17 | WARD_A_HR_04 | 78 | NORMAL
2026-06-05 05:39:17 | WARD_A_HR_05 | 122 | CRITICAL
2026-06-05 05:39:18 | WARD_A_HR_01 | 124 | CRITICAL
2026-06-05 05:39:18 | WARD_A_HR_02 | 95 | WARNING
2026-06-05 05:39:18 | WARD_A_HR_03 | 100 | WARNING
2026-06-05 05:39:18 | WARD_A_HR_04 | 53 | CRITICAL
2026-06-05 05:39:18 | WARD_A_HR_05 | 74 | NORMAL
2026-06-05 05:39:19 | WARD_A_HR_01 | 102 | CRITICAL
2026-06-05 05:39:19 | WARD_A_HR_02 | 104 | CRITICAL
2026-06-05 05:39:19 | WARD_A_HR_03 | 72 | NORMAL
2026-06-05 05:39:19 | WARD_A_HR_04 | 65 | NORMAL
2026-06-05 05:39:19 | WARD_A_HR_05 | 128 | CRITICAL
2026-06-05 05:39:20 | WARD_A_HR_01 | 103 | CRITICAL
2026-06-05 05:39:20 | WARD_A_HR_02 | 53 | CRITICAL
2026-06-05 05:39:20 | WARD_A_HR_03 | 60 | NORMAL
2026-06-05 05:39:20 | WARD_A_HR_04 | 69 | NORMAL
2026-06-05 05:39:20 | WARD_A_HR_05 | 81 | NORMAL
2026-06-05 05:39:21 | WARD_A_HR_01 | 135 | CRITICAL
2026-06-05 05:39:21 | WARD_A_HR_02 | 125 | CRITICAL
2026-06-05 05:39:21 | WARD_A_HR_03 | 48 | CRITICAL
2026-06-05 05:39:21 | WARD_A_HR_04 | 131 | CRITICAL
2026-06-05 05:39:21 | WARD_A_HR_05 | 52 | CRITICAL
2026-06-05 05:39:22 | WARD_A_HR_01 | 122 | CRITICAL
2026-06-05 05:39:22 | WARD_A_HR_02 | 94 | WARNING
2026-06-05 05:39:22 | WARD_A_HR_03 | 141 | CRITICAL
2026-06-05 05:39:22 | WARD_A_HR_04 | 60 | NORMAL
2026-06-05 05:39:22 | WARD_A_HR_05 | 107 | CRITICAL
2026-06-05 05:39:23 | WARD_A_HR_01 | 55 | CRITICAL
2026-06-05 05:39:23 | WARD_A_HR_02 | 87 | NORMAL
2026-06-05 05:39:23 | WARD_A_HR_03 | 119 | CRITICAL
2026-06-05 05:39:23 | WARD_A_HR_04 | 48 | CRITICAL
2026-06-05 05:39:23 | WARD_A_HR_05 | 113 | CRITICAL
2026-06-05 05:39:24 | WARD_A_HR_01 | 82 | NORMAL
2026-06-05 05:39:24 | WARD_A_HR_02 | 79 | NORMAL
2026-06-05 05:39:24 | WARD_A_HR_03 | 133 | CRITICAL
2026-06-05 05:39:24 | WARD_A_HR_04 | 65 | NORMAL
2026-06-05 05:39:24 | WARD_A_HR_05 | 96 | WARNING
2026-06-05 05:39:25 | WARD_A_HR_01 | 71 | NORMAL
2026-06-05 05:39:25 | WARD_A_HR_02 | 97 | WARNING
2026-06-05 05:39:25 | WARD_A_HR_03 | 123 | CRITICAL
2026-06-05 05:39:25 | WARD_A_HR_04 | 150 | CRITICAL
2026-06-05 05:39:25 | WARD_A_HR_05 | 98 | WARNING
2026-06-05 05:39:26 | WARD_A_HR_01 | 81 | NORMAL
2026-06-05 05:39:26 | WARD_A_HR_02 | 116 | CRITICAL
2026-06-05 05:39:26 | WARD_A_HR_03 | 113 | CRITICAL
2026-06-05 05:39:26 | WARD_A_HR_04 | 133 | CRITICAL
2026-06-05 05:39:26 | WARD_A_HR_05 | 99 | WARNING
2026-06-05 05:39:27 | WARD_A_HR_01 | 45 | CRITICAL
2026-06-05 05:39:27 | WARD_A_HR_02 | 65 | NORMAL
2026-06-05 05:39:27 | WARD_A_HR_03 | 132 | CRITICAL
2026-06-05 05:39:27 | WARD_A_HR_04 | 133 | CRITICAL
2026-06-05 05:39:27 | WARD_A_HR_05 | 140 | CRITICAL
2026-06-05 05:39:28 | WARD_A_HR_01 | 46 | CRITICAL
2026-06-05 05:39:28 | WARD_A_HR_02 | 61 | NORMAL
2026-06-05 05:39:28 | WARD_A_HR_03 | 110 | CRITICAL
2026-06-05 05:39:28 | WARD_A_HR_04 | 82 | NORMAL
2026-06-05 05:39:28 | WARD_A_HR_05 | 83 | NORMAL
2026-06-05 05:39:29 | WARD_A_HR_01 | 126 | CRITICAL
2026-06-05 05:39:29 | WARD_A_HR_02 | 56 | CRITICAL
2026-06-05 05:39:29 | WARD_A_HR_03 | 80 | NORMAL
2026-06-05 05:39:29 | WARD_A_HR_04 | 87 | NORMAL
2026-06-05 05:39:29 | WARD_A_HR_05 | 99 | WARNING
2026-06-05 05:39:30 | WARD_A_HR_01 | 132 | CRITICAL
2026-06-05 05:39:30 | WARD_A_HR_02 | 150 | CRITICAL
2026-06-05 05:39:30 | WARD_A_HR_03 | 123 | CRITICAL
2026-06-05 05:39:30 | WARD_A_HR_04 | 88 | NORMAL
2026-06-05 05:39:30 | WARD_A_HR_05 | 147 | CRITICAL
2026-06-05 05:39:31 | WARD_A_HR_01 | 121 | CRITICAL
2026-06-05 05:39:31 | WARD_A_HR_02 | 130 | CRITICAL
2026-06-05 05:39:31 | WARD_A_HR_03 | 61 | NORMAL
2026-06-05 05:39:31 | WARD_A_HR_04 | 75 | NORMAL
2026-06-05 05:39:31 | WARD_A_HR_05 | 98 | WARNING
2026-06-05 05:39:32 | WARD_A_HR_01 | 94 | WARNING
2026-06-05 05:39:32 | WARD_A_HR_02 | 92 | WARNING
2026-06-05 05:39:32 | WARD_A_HR_03 | 108 | CRITICAL
2026-06-05 05:39:32 | WARD_A_HR_04 | 135 | CRITICAL
2026-06-05 05:39:32 | WARD_A_HR_05 | 110 | CRITICAL
2026-06-05 05:39:33 | WARD_A_HR_01 | 146 | CRITICAL
2026-06-05 05:39:33 | WARD_A_HR_02 | 111 | CRITICAL
2026-06-05 05:39:33 | WARD_A_HR_03 | 67 | NORMAL
2026-06-05 05:39:33 | WARD_A_HR_04 | 68 | NORMAL
2026-06-05 05:39:33 | WARD_A_HR_05 | 112 | CRITICAL
2026-06-05 05:39:34 | WARD_A_HR_01 | 125 | CRITICAL
2026-06-05 05:39:34 | WARD_A_HR_02 | 90 | WARNING
2026-06-05 05:39:34 | WARD_A_HR_03 | 117 | CRITICAL
2026-06-05 05:39:34 | WARD_A_HR_04 | 120 | CRITICAL
2026-06-05 05:39:34 | WARD_A_HR_05 | 62 | NORMAL
2026-06-05 05:39:35 | WARD_A_HR_01 | 47 | CRITICAL
2026-06-05 05:39:35 | WARD_A_HR_02 | 124 | CRITICAL
2026-06-05 05:39:35 | WARD_A_HR_03 | 136 | CRITICAL
2026-06-05 05:39:35 | WARD_A_HR_04 | 134 | CRITICAL
2026-06-05 05:39:35 | WARD_A_HR_05 | 114 | CRITICAL
2026-06-05 05:39:36 | WARD_A_HR_01 | 133 | CRITICAL
2026-06-05 05:39:36 | WARD_A_HR_02 | 45 | CRITICAL
2026-06-05 05:39:36 | WARD_A_HR_03 | 48 | CRITICAL
2026-06-05 05:39:36 | WARD_A_HR_04 | 64 | NORMAL
2026-06-05 05:39:36 | WARD_A_HR_05 | 145 | CRITICAL
2026-06-05 05:39:37 | WARD_A_HR_01 | 47 | CRITICAL
2026-06-05 05:39:37 | WARD_A_HR_02 | 45 | CRITICAL
2026-06-05 05:39:37 | WARD_A_HR_03 | 138 | CRITICAL
2026-06-05 05:39:37 | WARD_A_HR_04 | 134 | CRITICAL
2026-06-05 05:39:37 | WARD_A_HR_05 | 65 | NORMAL
2026-06-05 05:39:38 | WARD_A_HR_01 | 99 | WARNING
2026-06-05 05:39:38 | WARD_A_HR_02 | 139 | CRITICAL
2026-06-05 05:39:38 | WARD_A_HR_03 | 146 | CRITICAL
2026-06-05 05:39:38 | WARD_A_HR_04 | 108 | CRITICAL
2026-06-05 05:39:38 | WARD_A_HR_05 | 81 | NORMAL
2026-06-05 05:39:39 | WARD_A_HR_01 | 58 | CRITICAL
2026-06-05 05:39:39 | WARD_A_HR_02 | 59 | CRITICAL
2026-06-05 05:39:39 | WARD_A_HR_03 | 102 | CRITICAL
2026-06-05 05:39:39 | WARD_A_HR_04 | 59 | CRITICAL
2026-06-05 05:39:39 | WARD_A_HR_05 | 50 | CRITICAL
2026-06-05 05:39:40 | WARD_A_HR_01 | 78 | NORMAL
2026-06-05 05:39:40 | WARD_A_HR_02 | 132 | CRITICAL
2026-06-05 05:39:40 | WARD_A_HR_03 | 141 | CRITICAL
2026-06-05 05:39:40 | WARD_A_HR_04 | 102 | CRITICAL
2026-06-05 05:39:40 | WARD_A_HR_05 | 126 | CRITICAL
2026-06-05 05:39:41 | WARD_A_HR_01 | 141 | CRITICAL
2026-06-05 05:39:41 | WARD_A_HR_02 | 150 | CRITICAL
2026-06-05 05:39:41 | WARD_A_HR_03 | 110 | CRITICAL
2026-06-05 05:39:41 | WARD_A_HR_04 | 116 | CRITICAL
2026-06-05 05:39:41 | WARD_A_HR_05 | 112 | CRITICAL
2026-06-05 05:39:42 | WARD_A_HR_01 | 58 | CRITICAL
2026-06-05 05:39:42 | WARD_A_HR_02 | 49 | CRITICAL
2026-06-05 05:39:42 | WARD_A_HR_03 | 139 | CRITICAL
2026-06-05 05:39:42 | WARD_A_HR_04 | 146 | CRITICAL
2026-06-05 05:39:42 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-05 05:39:43 | WARD_A_HR_01 | 103 | CRITICAL
2026-06-05 05:39:43 | WARD_A_HR_02 | 105 | CRITICAL
2026-06-05 05:39:43 | WARD_A_HR_03 | 66 | NORMAL
2026-06-05 05:39:43 | WARD_A_HR_04 | 115 | CRITICAL
2026-06-05 05:39:43 | WARD_A_HR_05 | 84 | NORMAL
2026-06-05 05:39:44 | WARD_A_HR_01 | 123 | CRITICAL
2026-06-05 05:39:44 | WARD_A_HR_02 | 45 | CRITICAL
2026-06-05 05:39:44 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-05 05:39:44 | WARD_A_HR_04 | 126 | CRITICAL
2026-06-05 05:39:44 | WARD_A_HR_05 | 93 | WARNING
2026-06-05 05:39:45 | WARD_A_HR_01 | 144 | CRITICAL
2026-06-05 05:39:45 | WARD_A_HR_02 | 144 | CRITICAL
2026-06-05 05:39:45 | WARD_A_HR_03 | 64 | NORMAL
2026-06-05 05:39:45 | WARD_A_HR_04 | 113 | CRITICAL
2026-06-05 05:39:45 | WARD_A_HR_05 | 113 | CRITICAL
2026-06-05 05:39:46 | WARD_A_HR_01 | 79 | NORMAL
2026-06-05 05:39:46 | WARD_A_HR_02 | 78 | NORMAL
2026-06-05 05:39:46 | WARD_A_HR_03 | 47 | CRITICAL
2026-06-05 05:39:46 | WARD_A_HR_04 | 109 | CRITICAL
2026-06-05 05:39:46 | WARD_A_HR_05 | 89 | NORMAL
2026-06-05 05:39:47 | WARD_A_HR_01 | 83 | NORMAL
2026-06-05 05:39:47 | WARD_A_HR_02 | 92 | WARNING
2026-06-05 05:39:47 | WARD_A_HR_03 | 91 | WARNING
2026-06-05 05:39:47 | WARD_A_HR_04 | 140 | CRITICAL
2026-06-05 05:39:47 | WARD_A_HR_05 | 61 | NORMAL
2026-06-05 05:39:48 | WARD_A_HR_01 | 82 | NORMAL
2026-06-05 05:39:48 | WARD_A_HR_02 | 87 | NORMAL
2026-06-05 05:39:48 | WARD_A_HR_03 | 55 | CRITICAL
2026-06-05 05:39:48 | WARD_A_HR_04 | 135 | CRITICAL
2026-06-05 05:39:48 | WARD_A_HR_05 | 148 | CRITICAL
2026-06-05 05:39:49 | WARD_A_HR_01 | 113 | CRITICAL
2026-06-05 05:39:49 | WARD_A_HR_02 | 76 | NORMAL
2026-06-05 05:39:49 | WARD_A_HR_03 | 117 | CRITICAL
2026-06-05 05:39:49 | WARD_A_HR_04 | 58 | CRITICAL
2026-06-05 05:39:49 | WARD_A_HR_05 | 77 | NORMAL
2026-06-05 05:39:50 | WARD_A_HR_01 | 69 | NORMAL
2026-06-05 05:39:50 | WARD_A_HR_02 | 133 | CRITICAL
2026-06-05 05:39:50 | WARD_A_HR_03 | 51 | CRITICAL
2026-06-05 05:39:50 | WARD_A_HR_04 | 94 | WARNING
2026-06-05 05:39:50 | WARD_A_HR_05 | 85 | NORMAL
2026-06-05 05:39:51 | WARD_A_HR_01 | 143 | CRITICAL
2026-06-05 05:39:51 | WARD_A_HR_02 | 118 | CRITICAL
2026-06-05 05:39:51 | WARD_A_HR_03 | 94 | WARNING
2026-06-05 05:39:51 | WARD_A_HR_04 | 140 | CRITICAL
2026-06-05 05:39:51 | WARD_A_HR_05 | 46 | CRITICAL
2026-06-05 05:39:52 | WARD_A_HR_01 | 109 | CRITICAL
2026-06-05 05:39:52 | WARD_A_HR_02 | 66 | NORMAL
2026-06-05 05:39:52 | WARD_A_HR_03 | 70 | NORMAL
2026-06-05 05:39:52 | WARD_A_HR_04 | 74 | NORMAL
2026-06-05 05:39:52 | WARD_A_HR_05 | 84 | NORMAL
2026-06-05 05:39:53 | WARD_A_HR_01 | 99 | WARNING
2026-06-05 05:39:53 | WARD_A_HR_02 | 51 | CRITICAL
2026-06-05 05:39:53 | WARD_A_HR_03 | 118 | CRITICAL
2026-06-05 05:39:53 | WARD_A_HR_04 | 56 | CRITICAL
2026-06-05 05:39:53 | WARD_A_HR_05 | 127 | CRITICAL
2026-06-05 05:39:54 | WARD_A_HR_01 | 64 | NORMAL
2026-06-05 05:39:54 | WARD_A_HR_02 | 122 | CRITICAL
2026-06-05 05:39:54 | WARD_A_HR_03 | 118 | CRITICAL
2026-06-05 05:39:54 | WARD_A_HR_04 | 50 | CRITICAL
2026-06-05 05:39:54 | WARD_A_HR_05 | 87 | NORMAL
2026-06-05 05:39:55 | WARD_A_HR_01 | 125 | CRITICAL
2026-06-05 05:39:55 | WARD_A_HR_02 | 70 | NORMAL
2026-06-05 05:39:55 | WARD_A_HR_03 | 72 | NORMAL
2026-06-05 05:39:55 | WARD_A_HR_04 | 49 | CRITICAL
2026-06-05 05:39:55 | WARD_A_HR_05 | 56 | CRITICAL
2026-06-05 05:39:56 | WARD_A_HR_01 | 84 | NORMAL
2026-06-05 05:39:56 | WARD_A_HR_02 | 51 | CRITICAL
2026-06-05 05:39:56 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-05 05:39:56 | WARD_A_HR_04 | 92 | WARNING
2026-06-05 05:39:56 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-05 05:39:57 | WARD_A_HR_01 | 95 | WARNING
2026-06-05 05:39:57 | WARD_A_HR_02 | 146 | CRITICAL
2026-06-05 05:39:57 | WARD_A_HR_03 | 128 | CRITICAL
2026-06-05 05:39:57 | WARD_A_HR_04 | 114 | CRITICAL
2026-06-05 05:39:57 | WARD_A_HR_05 | 122 | CRITICAL
2026-06-05 05:39:58 | WARD_A_HR_01 | 106 | CRITICAL
2026-06-05 05:39:58 | WARD_A_HR_02 | 83 | NORMAL
2026-06-05 05:39:58 | WARD_A_HR_03 | 119 | CRITICAL
2026-06-05 05:39:58 | WARD_A_HR_04 | 113 | CRITICAL
2026-06-05 05:39:58 | WARD_A_HR_05 | 150 | CRITICAL
2026-06-05 05:39:59 | WARD_A_HR_01 | 136 | CRITICAL
2026-06-05 05:39:59 | WARD_A_HR_02 | 107 | CRITICAL
2026-06-05 05:39:59 | WARD_A_HR_03 | 60 | NORMAL
2026-06-05 05:39:59 | WARD_A_HR_04 | 118 | CRITICAL
2026-06-05 05:39:59 | WARD_A_HR_05 | 123 | CRITICAL
2026-06-05 05:40:00 | WARD_A_HR_01 | 98 | WARNING
2026-06-05 05:40:00 | WARD_A_HR_02 | 110 | CRITICAL
2026-06-05 05:40:00 | WARD_A_HR_03 | 139 | CRITICAL
2026-06-05 05:40:00 | WARD_A_HR_04 | 86 | NORMAL
2026-06-05 05:40:00 | WARD_A_HR_05 | 48 | CRITICAL
2026-06-05 05:40:01 | WARD_A_HR_01 | 74 | NORMAL
2026-06-05 05:40:01 | WARD_A_HR_02 | 75 | NORMAL
2026-06-05 05:40:01 | WARD_A_HR_03 | 64 | NORMAL
2026-06-05 05:40:01 | WARD_A_HR_04 | 75 | NORMAL
2026-06-05 05:40:01 | WARD_A_HR_05 | 127 | CRITICAL
2026-06-05 05:40:02 | WARD_A_HR_01 | 48 | CRITICAL
2026-06-05 05:40:02 | WARD_A_HR_02 | 50 | CRITICAL
2026-06-05 05:40:02 | WARD_A_HR_03 | 117 | CRITICAL
2026-06-05 05:40:02 | WARD_A_HR_04 | 150 | CRITICAL
2026-06-05 05:40:02 | WARD_A_HR_05 | 101 | CRITICAL
2026-06-05 05:40:03 | WARD_A_HR_01 | 113 | CRITICAL
2026-06-05 05:40:03 | WARD_A_HR_02 | 55 | CRITICAL
2026-06-05 05:40:03 | WARD_A_HR_03 | 120 | CRITICAL
2026-06-05 05:40:03 | WARD_A_HR_04 | 49 | CRITICAL
2026-06-05 05:40:03 | WARD_A_HR_05 | 128 | CRITICAL
2026-06-05 05:40:04 | WARD_A_HR_01 | 83 | NORMAL
2026-06-05 05:40:04 | WARD_A_HR_02 | 99 | WARNING
2026-06-05 05:40:04 | WARD_A_HR_03 | 47 | CRITICAL
2026-06-05 05:40:04 | WARD_A_HR_04 | 73 | NORMAL
2026-06-05 05:40:04 | WARD_A_HR_05 | 141 | CRITICAL
2026-06-05 05:40:05 | WARD_A_HR_01 | 139 | CRITICAL
2026-06-05 05:40:05 | WARD_A_HR_02 | 132 | CRITICAL
2026-06-05 05:40:05 | WARD_A_HR_03 | 121 | CRITICAL
2026-06-05 05:40:05 | WARD_A_HR_04 | 80 | NORMAL
2026-06-05 05:40:05 | WARD_A_HR_05 | 125 | CRITICAL
2026-06-05 05:40:06 | WARD_A_HR_01 | 106 | CRITICAL
2026-06-05 05:40:06 | WARD_A_HR_02 | 111 | CRITICAL
2026-06-05 05:40:06 | WARD_A_HR_03 | 145 | CRITICAL
2026-06-05 05:40:06 | WARD_A_HR_04 | 53 | CRITICAL
2026-06-05 05:40:06 | WARD_A_HR_05 | 56 | CRITICAL
2026-06-05 05:40:07 | WARD_A_HR_01 | 85 | NORMAL
2026-06-05 05:40:07 | WARD_A_HR_02 | 117 | CRITICAL
2026-06-05 05:40:07 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-05 05:40:07 | WARD_A_HR_04 | 102 | CRITICAL
2026-06-05 05:40:07 | WARD_A_HR_05 | 73 | NORMAL
2026-06-05 05:40:08 | WARD_A_HR_01 | 46 | CRITICAL
2026-06-05 05:40:08 | WARD_A_HR_02 | 117 | CRITICAL
2026-06-05 05:40:08 | WARD_A_HR_03 | 71 | NORMAL
2026-06-05 05:40:08 | WARD_A_HR_04 | 142 | CRITICAL
2026-06-05 05:40:08 | WARD_A_HR_05 | 81 | NORMAL
2026-06-05 05:40:09 | WARD_A_HR_01 | 126 | CRITICAL
2026-06-05 05:40:09 | WARD_A_HR_02 | 72 | NORMAL
2026-06-05 05:40:09 | WARD_A_HR_03 | 148 | CRITICAL
2026-06-05 05:40:09 | WARD_A_HR_04 | 107 | CRITICAL
2026-06-05 05:40:09 | WARD_A_HR_05 | 56 | CRITICAL
2026-06-05 05:40:10 | WARD_A_HR_01 | 150 | CRITICAL
2026-06-05 05:40:10 | WARD_A_HR_02 | 148 | CRITICAL
2026-06-05 05:40:10 | WARD_A_HR_03 | 137 | CRITICAL
2026-06-05 05:40:10 | WARD_A_HR_04 | 95 | WARNING
2026-06-05 05:40:10 | WARD_A_HR_05 | 104 | CRITICAL
2026-06-05 05:40:11 | WARD_A_HR_01 | 51 | CRITICAL
2026-06-05 05:40:11 | WARD_A_HR_02 | 133 | CRITICAL
2026-06-05 05:40:11 | WARD_A_HR_03 | 91 | WARNING
2026-06-05 05:40:11 | WARD_A_HR_04 | 106 | CRITICAL
2026-06-05 05:40:11 | WARD_A_HR_05 | 83 | NORMAL
2026-06-05 05:40:12 | WARD_A_HR_01 | 141 | CRITICAL
2026-06-05 05:40:12 | WARD_A_HR_02 | 87 | NORMAL
2026-06-05 05:40:12 | WARD_A_HR_03 | 45 | CRITICAL
2026-06-05 05:40:12 | WARD_A_HR_04 | 121 | CRITICAL
2026-06-05 05:40:12 | WARD_A_HR_05 | 97 | WARNING
2026-06-05 05:40:13 | WARD_A_HR_01 | 117 | CRITICAL
2026-06-05 05:40:13 | WARD_A_HR_02 | 107 | CRITICAL
2026-06-05 05:40:13 | WARD_A_HR_03 | 144 | CRITICAL
2026-06-05 05:40:13 | WARD_A_HR_04 | 145 | CRITICAL
2026-06-05 05:40:13 | WARD_A_HR_05 | 148 | CRITICAL
2026-06-05 05:40:14 | WARD_A_HR_01 | 117 | CRITICAL
2026-06-05 05:40:14 | WARD_A_HR_02 | 62 | NORMAL
2026-06-05 05:40:14 | WARD_A_HR_03 | 109 | CRITICAL
2026-06-05 05:40:14 | WARD_A_HR_04 | 105 | CRITICAL
2026-06-05 05:40:14 | WARD_A_HR_05 | 90 | WARNING
2026-06-05 05:40:15 | WARD_A_HR_01 | 92 | WARNING
2026-06-05 05:40:15 | WARD_A_HR_02 | 149 | CRITICAL
2026-06-05 05:40:15 | WARD_A_HR_03 | 126 | CRITICAL
2026-06-05 05:40:15 | WARD_A_HR_04 | 100 | WARNING
2026-06-05 05:40:15 | WARD_A_HR_05 | 105 | CRITICAL
2026-06-05 05:40:16 | WARD_A_HR_01 | 84 | NORMAL
2026-06-05 05:40:16 | WARD_A_HR_02 | 130 | CRITICAL
2026-06-05 05:40:16 | WARD_A_HR_03 | 113 | CRITICAL
2026-06-05 05:40:16 | WARD_A_HR_04 | 129 | CRITICAL
2026-06-05 05:40:16 | WARD_A_HR_05 | 76 | NORMAL
2026-06-05 05:40:17 | WARD_A_HR_01 | 94 | WARNING
2026-06-05 05:40:17 | WARD_A_HR_02 | 115 | CRITICAL
2026-06-05 05:40:17 | WARD_A_HR_03 | 64 | NORMAL
2026-06-05 05:40:17 | WARD_A_HR_04 | 79 | NORMAL
2026-06-05 05:40:17 | WARD_A_HR_05 | 53 | CRITICAL
2026-06-05 05:40:18 | WARD_A_HR_01 | 115 | CRITICAL
2026-06-05 05:40:18 | WARD_A_HR_02 | 129 | CRITICAL
2026-06-05 05:40:18 | WARD_A_HR_03 | 76 | NORMAL
2026-06-05 05:40:18 | WARD_A_HR_04 | 101 | CRITICAL
2026-06-05 05:40:18 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-05 05:40:19 | WARD_A_HR_01 | 106 | CRITICAL
2026-06-05 05:40:19 | WARD_A_HR_02 | 128 | CRITICAL
2026-06-05 05:40:19 | WARD_A_HR_03 | 82 | NORMAL
2026-06-05 05:40:19 | WARD_A_HR_04 | 65 | NORMAL
2026-06-05 05:40:19 | WARD_A_HR_05 | 129 | CRITICAL
2026-06-05 05:40:20 | WARD_A_HR_01 | 76 | NORMAL
2026-06-05 05:40:20 | WARD_A_HR_02 | 125 | CRITICAL
2026-06-05 05:40:20 | WARD_A_HR_03 | 66 | NORMAL
2026-06-05 05:40:20 | WARD_A_HR_04 | 54 | CRITICAL
2026-06-05 05:40:20 | WARD_A_HR_05 | 103 | CRITICAL
2026-06-05 05:40:21 | WARD_A_HR_01 | 46 | CRITICAL
2026-06-05 05:40:21 | WARD_A_HR_02 | 67 | NORMAL
2026-06-05 05:40:21 | WARD_A_HR_03 | 143 | CRITICAL
2026-06-05 05:40:21 | WARD_A_HR_04 | 114 | CRITICAL
2026-06-05 05:40:21 | WARD_A_HR_05 | 123 | CRITICAL
2026-06-05 05:40:22 | WARD_A_HR_01 | 78 | NORMAL
2026-06-05 05:40:22 | WARD_A_HR_02 | 82 | NORMAL
2026-06-05 05:40:22 | WARD_A_HR_03 | 81 | NORMAL
2026-06-05 05:40:22 | WARD_A_HR_04 | 137 | CRITICAL
2026-06-05 05:40:22 | WARD_A_HR_05 | 84 | NORMAL
2026-06-05 05:40:23 | WARD_A_HR_01 | 146 | CRITICAL
2026-06-05 05:40:23 | WARD_A_HR_02 | 93 | WARNING
2026-06-05 05:40:23 | WARD_A_HR_03 | 114 | CRITICAL
2026-06-05 05:40:23 | WARD_A_HR_04 | 131 | CRITICAL
2026-06-05 05:40:23 | WARD_A_HR_05 | 84 | NORMAL
2026-06-05 05:40:24 | WARD_A_HR_01 | 93 | WARNING
2026-06-05 05:40:24 | WARD_A_HR_02 | 122 | CRITICAL
2026-06-05 05:40:24 | WARD_A_HR_03 | 73 | NORMAL
2026-06-05 05:40:24 | WARD_A_HR_04 | 145 | CRITICAL
2026-06-05 05:40:24 | WARD_A_HR_05 | 130 | CRITICAL
2026-06-05 05:40:25 | WARD_A_HR_01 | 89 | NORMAL
2026-06-05 05:40:25 | WARD_A_HR_02 | 71 | NORMAL
2026-06-05 05:40:25 | WARD_A_HR_03 | 72 | NORMAL
2026-06-05 05:40:25 | WARD_A_HR_04 | 87 | NORMAL
2026-06-05 05:40:25 | WARD_A_HR_05 | 83 | NORMAL
2026-06-05 05:40:26 | WARD_A_HR_01 | 150 | CRITICAL
2026-06-05 05:40:26 | WARD_A_HR_02 | 71 | NORMAL
2026-06-05 05:40:26 | WARD_A_HR_03 | 112 | CRITICAL
2026-06-05 05:40:26 | WARD_A_HR_04 | 57 | CRITICAL
2026-06-05 05:40:26 | WARD_A_HR_05 | 135 | CRITICAL
2026-06-05 05:40:27 | WARD_A_HR_01 | 145 | CRITICAL
2026-06-05 05:40:27 | WARD_A_HR_02 | 142 | CRITICAL
2026-06-05 05:40:27 | WARD_A_HR_03 | 90 | WARNING
2026-06-05 05:40:27 | WARD_A_HR_04 | 127 | CRITICAL
2026-06-05 05:40:27 | WARD_A_HR_05 | 60 | NORMAL
2026-06-05 05:40:28 | WARD_A_HR_01 | 120 | CRITICAL
2026-06-05 05:40:28 | WARD_A_HR_02 | 63 | NORMAL
2026-06-05 05:40:28 | WARD_A_HR_03 | 105 | CRITICAL
2026-06-05 05:40:28 | WARD_A_HR_04 | 55 | CRITICAL
2026-06-05 05:40:28 | WARD_A_HR_05 | 122 | CRITICAL
2026-06-05 05:40:29 | WARD_A_HR_01 | 82 | NORMAL
2026-06-05 05:40:29 | WARD_A_HR_02 | 98 | WARNING
2026-06-05 05:40:29 | WARD_A_HR_03 | 113 | CRITICAL
2026-06-05 05:40:29 | WARD_A_HR_04 | 83 | NORMAL
