Timestamp | Device_ID | Usage (Liters/min) | Status
2026-06-05 05:40:53 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:40:54 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:40:54 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:40:55 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:40:55 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-05 05:40:56 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-05 05:40:56 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-05 05:40:57 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-05 05:40:57 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:40:58 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:40:58 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-05 05:40:59 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-05 05:40:59 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:41:00 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:41:00 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:41:01 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:41:01 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:41:02 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:41:02 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-05 05:41:03 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-05 05:41:03 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:41:04 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-05 05:41:04 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:41:05 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:41:05 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-05 05:41:06 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-05 05:41:06 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:41:07 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-05 05:41:07 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-05 05:41:08 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-05 05:41:08 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:41:09 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:41:09 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:41:10 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-05 05:41:10 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-05 05:41:11 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-05 05:41:11 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:41:12 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:41:12 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:41:13 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:41:13 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:41:14 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-05 05:41:14 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:41:15 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-05 05:41:15 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:41:16 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-05 05:41:16 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:41:17 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:41:17 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:41:18 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:41:18 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:41:19 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:41:19 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:41:20 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-05 05:41:20 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:41:21 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-05 05:41:21 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:41:22 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:41:22 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:41:23 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:41:23 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-05 05:41:24 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:41:24 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-05 05:41:25 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-05 05:41:25 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:41:26 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-05 05:41:26 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:41:27 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:41:27 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:41:28 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-05 05:41:28 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:41:29 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-05 05:41:29 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:41:30 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:41:30 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:41:31 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:41:31 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:41:32 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:41:32 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:41:33 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:41:33 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-05 05:41:34 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:41:34 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-05 05:41:35 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:41:35 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-05 05:41:36 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-05 05:41:36 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-05 05:41:37 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-05 05:41:37 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:41:38 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:41:38 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-05 05:41:39 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:41:39 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:41:40 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:41:40 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:41:41 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:41:41 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:41:42 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:41:42 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-05 05:41:43 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:41:43 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-05 05:41:44 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:41:44 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:41:45 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:41:45 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:41:46 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:41:46 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:41:47 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:41:47 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:41:48 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-05 05:41:48 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:41:49 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:41:49 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:41:50 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:41:50 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:41:51 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:41:51 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-05 05:41:52 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-05 05:41:52 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:41:53 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-05 05:41:53 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:41:54 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:41:54 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:41:55 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:41:55 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:41:56 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:41:56 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:41:57 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:41:57 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:41:58 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:41:58 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-05 05:41:59 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-05 05:41:59 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:42:00 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-05 05:42:00 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:42:01 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:42:01 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:42:02 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:42:02 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:42:03 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:42:03 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:42:04 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-05 05:42:04 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:42:05 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:42:05 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:42:06 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-05 05:42:06 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:42:07 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:42:07 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:42:08 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:42:08 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-05 05:42:09 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:42:09 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:42:10 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:42:10 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:42:11 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-05 05:42:11 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:42:12 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:42:12 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:42:13 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-05 05:42:13 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:42:14 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:42:14 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:42:15 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-05 05:42:15 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:42:16 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:42:16 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-05 05:42:17 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:42:17 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-05 05:42:18 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:42:18 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:42:19 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:42:19 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:42:20 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:42:20 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:42:21 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-05 05:42:21 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:42:22 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-05 05:42:22 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-05 05:42:23 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:42:23 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:42:24 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:42:24 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:42:25 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:42:25 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:42:26 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:42:26 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-05 05:42:27 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-05 05:42:27 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:42:28 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:42:28 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:42:29 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:42:29 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:42:30 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-05 05:42:30 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-05 05:42:31 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:42:31 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:42:32 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:42:32 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:42:33 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-05 05:42:33 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:42:34 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-05 05:42:34 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:42:35 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:42:35 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-05 05:42:36 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-05 05:42:36 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-05 05:42:37 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-05 05:42:37 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:42:38 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:42:38 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-05 05:42:39 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:42:39 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-05 05:42:40 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:42:40 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:42:41 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:42:41 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:42:42 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:42:42 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-05 05:42:43 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:42:43 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:42:44 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-05 05:42:44 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:42:45 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-05 05:42:45 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-05 05:42:46 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-05 05:42:46 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:42:47 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:42:47 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:42:48 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:42:48 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-05 05:42:49 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-05 05:42:49 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:42:50 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:42:50 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:42:51 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:42:51 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-05 05:42:52 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:42:52 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-05 05:42:53 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:42:53 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:42:54 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:42:54 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-05 05:42:55 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:42:55 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:42:56 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:42:56 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:42:57 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-05 05:42:57 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-05 05:42:58 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:42:58 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:42:59 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-05 05:42:59 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-05 05:43:00 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:43:00 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-05 05:43:01 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:43:01 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-05 05:43:02 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:43:02 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:43:03 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-05 05:43:03 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-05 05:43:04 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-05 05:43:04 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-05 05:43:05 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-05 05:43:05 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:43:06 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:43:06 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-05 05:43:07 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:43:07 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:43:08 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:43:08 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-05 05:43:09 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-05 05:43:09 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:43:10 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:43:10 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-05 05:43:11 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-05 05:43:11 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:43:12 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:43:12 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:43:13 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:43:13 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:43:14 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-05 05:43:14 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:43:15 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:43:15 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-05 05:43:16 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-05 05:43:16 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:43:17 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:43:17 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:43:18 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:43:18 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:43:19 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:43:19 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-05 05:43:20 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:43:20 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:43:21 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:43:21 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:43:22 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:43:22 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:43:23 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:43:23 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:43:24 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:43:24 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:43:25 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:43:25 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:43:26 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:43:26 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:43:27 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:43:27 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-05 05:43:28 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:43:28 | ICU_WATER_RESERVE | 19 | NORMAL
